created_at,hashtags,favorite_count,id,lang,retweet_count,reweet_id,retweet_screen_name,text,tweet_url,user_screen_name,user_followers_count,user_friends_count,user_location,user_verified
Thu Apr 23 00:20:58 +0000 2020,,1,1253116620697935873,en,0,,,We are live now with some members who experienced living with COVID. Tune in! https://t.co/v9SLXLUFc2 https://t.co/h0yaBLGXyF,https://twitter.com/CAEP_Docs/status/1253116620697935873,CAEP_Docs,5921,1666,"Ottawa, ON, Canada",false
Thu Apr 23 00:21:05 +0000 2020,thankyou Ontario,4,1253116649491832833,en,0,,,"@ANA_BAPTISTA20 @fordnation Have you SEEN all the healthcare frontline workers with signs that say we go to work so you can stay home??  Get a cluesmh 

#thankyou @fordnation for all youre doing to keep #Ontario safe!",https://twitter.com/Gina_B_63/status/1253116649491832833,Gina_B_63,18,115,"Hamilton, Ontario",false
Thu Apr 23 00:21:16 +0000 2020,covid19 unselfish love,1,1253116692965625856,en,0,,,WANT THIS TO END? LIVE LIKE YOU GOT IT... #covid19 #unselfish #love,https://twitter.com/MelGun3/status/1253116692965625856,MelGun3,46,66,"Vancouver, British Columbia",false
Thu Apr 23 00:21:17 +0000 2020,,0,1253116700817489920,en,0,,,"We are isolating PEOPLE, not the VIRUS.

This makes sense if nobody has good habits with germ protection. It's taking a while but people are becoming much better managing hygiene. https://t.co/Yje4Qp55lt",https://twitter.com/DougWedel/status/1253116700817489920,DougWedel,1088,4999,"Toronto, Ontario",false
Thu Apr 23 00:21:19 +0000 2020,EarthDay covidgarbage,0,1253116706991603712,en,0,,,The garbage around our great city is as contagious as covid . Can we somehow hire people to safely clean up people made disaster? . #EarthDay #covidgarbage @JohnTory https://t.co/B7N0JQxyxx,https://twitter.com/slakephotograph/status/1253116706991603712,slakephotograph,70,483,Toronto,false
Thu Apr 23 00:21:21 +0000 2020,CovidRelief,5,1253116716261015555,en,3,,,"Everyone has been affected by COVID-19,
especially those who were already counted as vulnerable, those rely on your help to provide for themselves and their families. Support local vulnerable families and individuals by donating to MWCs Emergency Response.
#CovidRelief https://t.co/v13oaAhUHZ",https://twitter.com/MWCofTO/status/1253116716261015555,MWCofTO,1899,125,"Toronto, Whitby, Mississauga, Inuvik",false
Thu Apr 23 00:21:47 +0000 2020,,1,1253116826407616512,en,0,,,"Experts predict the immune will soon become an elite class of people. Theyll get jobs, accessibility that the susceptible wont. 

Donald McNeil (NYT) says he imagines COVID parties being organized much like chicken pox parties. With the goal of becoming infected ",https://twitter.com/CassandraKAvila/status/1253116826407616512,CassandraKAvila,585,425,Toronto ,false
Thu Apr 23 00:21:49 +0000 2020,Toronto COVID19 SocialDistanacing foxes,35,1253116834120740864,en,3,,,If only we can learn to co-exist w/ the wonderful wildlife around us everyday. I LOVE seeing this video. Happened in #Toronto. #COVID19 #SocialDistanacing #foxes https://t.co/Bw6TW417H7,https://twitter.com/animallawcanada/status/1253116834120740864,animallawcanada,2926,2753,Vancouver,false
Thu Apr 23 00:21:54 +0000 2020,,14,1253116855050473474,en,4,,,"There is no word that adequately conveys the horror, incredulity, tragedy and also grim, sick comedy of this truly frightening headline and accompanying story.

The feeling it evokes is the nausea of estrangement from reality--of not physically being where you believe you are. https://t.co/pvqhvlZ1Tv",https://twitter.com/MoriartyLab/status/1253116855050473474,MoriartyLab,4536,2820,"Toronto, Ontario",false
Thu Apr 23 00:22:02 +0000 2020,COVID19,0,1253116889808736258,en,0,,,"Me: Okay, I'm feeling pretty calm. 

Also me: *instant frog in throat during every single #COVID19 inspired ad regardless of quality*",https://twitter.com/danielle_morgan/status/1253116889808736258,danielle_morgan,950,1984,"Toronto, ON",false
Thu Apr 23 00:22:05 +0000 2020,cupeproud FrontLineHeroes COVID19,5,1253116899623305216,en,4,,,Tea time! Deann is doing her part and working from home! Working from home comes with pros and cons! Many office workers note missing the supports and access of the office. While others note the benefits of working from home. #cupeproud #FrontLineHeroes #COVID19 @CUPE_Media https://t.co/wZKLer59xI,https://twitter.com/CUPELocal5167/status/1253116899623305216,CUPELocal5167,637,293,"Hamilton, Ontario",false
Thu Apr 23 00:22:06 +0000 2020,,0,1253116906094989315,en,0,,,SPORTS https://t.co/fiu7w2EmZA,https://twitter.com/littlesnitchboy/status/1253116906094989315,littlesnitchboy,118,186,"Toronto, Ontario",false
Thu Apr 23 00:22:29 +0000 2020,covid19canada flattenthecurve flattenthecurvehack,3,1253117002194944000,en,0,,,B.C. expanding availability of COVID-19 testing to fight community spread - and have opened up testing to EVERYONE. Call 8-1-1 to get tested! https://t.co/uwoe4yNTFa #covid19canada #flattenthecurve #flattenthecurvehack,https://twitter.com/JDoyleVancouver/status/1253117002194944000,JDoyleVancouver,1790,1266,"Vancouver, BC",false
Thu Apr 23 00:22:31 +0000 2020,,0,1253117011376377857,en,0,,,"""I can tell you it makes absolutely no sense to keep putting trillions of dollars into a stimulus package and not put hundreds of billions into the one thing that will stop the financial crisis. The thing that will stop the financial crisis is to get the virus under control."" https://t.co/9wBSAjW0PO",https://twitter.com/BrianMCarroll/status/1253117011376377857,BrianMCarroll,1410,2311,"Ottawa, Canada",false
Thu Apr 23 00:22:49 +0000 2020,,1,1253117085791723520,en,0,,,"Excellent column, Thank you so much.

Wake up media.  You're doing it again.
# BoycottTrumpRallies
@ABC 
@NBCNews 
@CNN 
@CBSNews https://t.co/m2YP4b4c5h",https://twitter.com/sooze555/status/1253117085791723520,sooze555,8024,6848,"Ontario, Canada",false
Thu Apr 23 00:22:54 +0000 2020,,15,1253117107040124929,en,7,,,New @JAMAPediatrics Systematic Review on Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection in Children and Adolescents https://t.co/0HCxffmARy @DrJFriedman @dreyalcohen @LennoxHuang @CanPaedSociety @drosenfield @CanadaPirn,https://twitter.com/peterjgill/status/1253117107040124929,peterjgill,2311,1383,Toronto,false
Thu Apr 23 00:23:11 +0000 2020,,0,1253117178301333511,en,0,,,@MeredithGould @springer1linda  I do 30 minutes of clever humour (note Canadian spelling) to end the day. I will hereby share today's. Explaining COVID to my past self https://t.co/GiqwdjBdsL,https://twitter.com/KathyKastner/status/1253117178301333511,KathyKastner,4497,3731,"Toronto, Ontario",false
Thu Apr 23 00:23:20 +0000 2020,,0,1253117216318464001,en,0,,,"@edward_ecurry @jannarden I doubt any meat eaters will be buying meat knowing nearly 500 people who handled and packaged the meat, are sick with Covid-19.",https://twitter.com/CelloArtist/status/1253117216318464001,CelloArtist,517,366,"London, Ontario, Canada",false
Thu Apr 23 00:23:20 +0000 2020,COVID19,1,1253117216767086592,en,1,,,"@AlgernonPharma $AGN submitted an application for a phase 2b/3 trial for a potential #COVID19 therapy to Health Canada today, boosting shares. Its stock has leapt 36.5 cents since it first announced its coronavirus pivot back in March. Read more here: https://t.co/zzOibBgwJM",https://twitter.com/Financings/status/1253117216767086592,Financings,218,50,"Vancouver, British Columbia",false
Thu Apr 23 00:23:24 +0000 2020,,0,1253117233535934464,en,0,,,Big setback on the covid19 fight. 71 new cases since yesterday. Maybe a result of increased testing or.... we are seeing increased spread from Easter long weekend. Henry told us to stay home. Some did not listen.  https://t.co/HFpWFOzsnI,https://twitter.com/nbennett_biv/status/1253117233535934464,nbennett_biv,1922,1348,"Vancouver, B.C., Canada",false
Thu Apr 23 00:23:27 +0000 2020,,0,1253117245062033410,en,0,,,What the fuck are you talking about? Whats the point of this tweet? https://t.co/GPGnDBtKGM,https://twitter.com/JoshuaAgainst/status/1253117245062033410,JoshuaAgainst,656,819,"Ontario, Canada",false
Thu Apr 23 00:23:33 +0000 2020,,0,1253117270601023488,en,0,,,Latest Consumer Survey Doesnt Show Good News For Shopping Malls https://t.co/1HvhkyazKp,https://twitter.com/winsontang/status/1253117270601023488,winsontang,9812,9543,"Vancouver, BC",false
Thu Apr 23 00:23:47 +0000 2020,,0,1253117329136857089,en,0,,,"@Kippykat4774 @method1hp But pneumonia cases are not decreasing, even though they they should be. They are spiking if you include covid19, and increasing even if you exclude covid19.",https://twitter.com/_KJKelly/status/1253117329136857089,_KJKelly,946,2933,Montreal,false
Thu Apr 23 00:23:49 +0000 2020,,0,1253117337768734722,en,0,,,"@AnnCoulter @charlie78912 April 10, 2003: Jim Hughes, the head of infectious disease at the CDC at the time, said he believed SARS could no longer be eradicated in the Far East. 

Seems like we're going down that exact same road today.",https://twitter.com/ExpediteWealth/status/1253117337768734722,ExpediteWealth,299,402,"Toronto, Ontario",false
Thu Apr 23 00:23:57 +0000 2020,EarthDay2020,0,1253117371784536064,en,0,,,Pandemic side-effects offer glimpse of alternative future on Earth Day 2020. #EarthDay2020  https://t.co/zy8UGkJ5gw,https://twitter.com/CICMontreal/status/1253117371784536064,CICMontreal,775,667,Montreal,false
Thu Apr 23 00:24:01 +0000 2020,,0,1253117387639083008,en,0,,,"As a statistican, that's not how control groups work. Also, @andersoncooper is my spirit animal right now. https://t.co/tH2Jl2bPCu",https://twitter.com/stepsonme/status/1253117387639083008,stepsonme,62,159,"Toronto, Ontario",false
Thu Apr 23 00:24:16 +0000 2020,,0,1253117451346210816,en,0,,,We couldnt do what we are doing here without our INCREDIBLE volunteers. Thank you thank you thank you. Hoorah for volunteers  https://t.co/p2GotxL1aX,https://twitter.com/lucyishamturner/status/1253117451346210816,lucyishamturner,98,242,"Vancouver, British Columbia",false
Thu Apr 23 00:24:16 +0000 2020,,0,1253117451757400068,en,0,,,"Las Vegas Mayor Offers City as Control Group to See How Many Die Without Social Distancing

https://t.co/F8gWhOJh20",https://twitter.com/MicronautCA/status/1253117451757400068,MicronautCA,1143,2540,"Halifax, NS",false
Thu Apr 23 00:24:23 +0000 2020,,2,1253117480664543232,en,0,,,@CTVNews Is this a story? Seriously why is this even relevant to anything or anyone at this point in time. Sometimes I look flakey running meetings but can still manage my team during a COVID crises.,https://twitter.com/Kmstorie/status/1253117480664543232,Kmstorie,72,253,"Ottawa, Ontario",false
Thu Apr 23 00:24:26 +0000 2020,,1,1253117493524250624,en,0,,,My word is lost https://t.co/w7Fh9DDgVj,https://twitter.com/RRidley11/status/1253117493524250624,RRidley11,2107,1891,"Toronto, Ontario",false
Thu Apr 23 00:24:37 +0000 2020,,0,1253117539506425857,en,0,,,"Sad that so many precious lives who never knew kindness were ended without mercy, all because humans want to eat animals. Never too late to go vegan! https://t.co/jZNtyxiTRT",https://twitter.com/Fong_Debbie/status/1253117539506425857,Fong_Debbie,55,151,"Toronto, Ontario",false
Thu Apr 23 00:24:36 +0000 2020,QuarantineLife,0,1253117534984908801,en,0,,,@LukeBryanOnline House 3!! #QuarantineLife,https://twitter.com/austinmarks12/status/1253117534984908801,austinmarks12,212,339,"Ajax, Ontario",false
Thu Apr 23 00:24:39 +0000 2020,AbLeg,2,1253117547668402176,en,0,,,"Recap on Kenney/UCP management during pandemic:
Commit to cut 100s of nurses.
Rip up contract with docs as pandemic hits.
Send PPE to other provinces, replace ours with substandard ones.
Health Minister harasses docs.
Sell our data to Telus.
Have docs quit hospitals.#AbLeg",https://twitter.com/CanacaGuanaca/status/1253117547668402176,CanacaGuanaca,1201,3651,"Treaty 7, Calgary, Alberta",false
Thu Apr 23 00:24:46 +0000 2020,,0,1253117576701452288,en,0,,,COVID-19 Crisis May Help Trigger Addiction Relapse https://t.co/efHvwEdRZV from @WebMD,https://twitter.com/G11911/status/1253117576701452288,G11911,451,4922,"Westmount, Québec, Canada",false
Thu Apr 23 00:24:50 +0000 2020,,0,1253117594065870857,en,0,,,'We hope to be a model': the California town testing every resident for coronavirus https://t.co/Ae8vtwUL2j,https://twitter.com/BarneyBlather/status/1253117594065870857,BarneyBlather,3586,3318,"Toronto, ON",false
Thu Apr 23 00:24:53 +0000 2020,,1,1253117606787153920,en,0,,,1/5 It would be helpful if @ottawahealth cld indicate how many new cases/day come from outbreaks in institutions and how many in the broader community. (We have deaths not new cases.) Granular real time data would help us understand the dynamics of the outbreak. https://t.co/lSZ3lYi0L7,https://twitter.com/valpercival/status/1253117606787153920,valpercival,546,1154,Ottawa,false
Thu Apr 23 00:24:54 +0000 2020,,0,1253117610834776065,en,0,,,"5/5 Moreover, testing is also the only real tool we have for a gradual &amp; safe return to soc and eco activity. Ottawa could be doing innovative things (see link below) or randomized trials to determine most effective/efficient testing strategies. https://t.co/80fVmLT9bV",https://twitter.com/valpercival/status/1253117610834776065,valpercival,546,1154,Ottawa,false
Thu Apr 23 00:25:05 +0000 2020,,2,1253117653390147585,en,2,,,@tylerwhat16 And I hope that students will get to the polls next time and remember that Doug Ford not only decimated their funding but did nothing when a world wide epidemic hit. He waited on Ottawa to help. Cheap bastard.,https://twitter.com/Elizabethcanuck/status/1253117653390147585,Elizabethcanuck,801,1451,Toronto,false
Thu Apr 23 00:25:04 +0000 2020,COVID19,0,1253117652425474049,en,0,,,It wasnt me but Im so done with #COVID19 https://t.co/WEg0lWqKsE,https://twitter.com/McaleeseSeann/status/1253117652425474049,McaleeseSeann,144,411,"Ontario, Canada",false
Thu Apr 23 00:25:07 +0000 2020,,0,1253117665473728512,en,0,,,Actually it is looking like that is the case https://t.co/6dM6n8PA0B,https://twitter.com/suzDaFlooz/status/1253117665473728512,suzDaFlooz,2765,4719,"Vancouver, British Columbia",false
Thu Apr 23 00:25:10 +0000 2020,nutrition COVID19,18,1253117677327003648,en,4,,,Need some #nutrition tips to help with grazing habits or coping with #COVID19? Thanks @ObesityCan for inviting me to share some advice. @DietitiansCAN @UnlockFoodCA @ottawahealth @OttawaHospital https://t.co/qUhjLRv0qX,https://twitter.com/TheBariatricRD/status/1253117677327003648,TheBariatricRD,914,504,"Ottawa, Ontario",false
Thu Apr 23 00:25:25 +0000 2020,,0,1253117740593922051,en,0,,,@jadeyyzz @alicemilcan Thanks! Here is another helpful source confirming that international student's are ineligible for CESB: https://t.co/GsRqCWibxs,https://twitter.com/philosoyousuf/status/1253117740593922051,philosoyousuf,40,62,"London, Ontario",false
Thu Apr 23 00:25:26 +0000 2020,,1,1253117744888700929,en,0,,,This Pandemic in a nutshell https://t.co/fczl4lFBcv,https://twitter.com/vancitymichael/status/1253117744888700929,vancitymichael,241,402,"Vancouver, BC",false
Thu Apr 23 00:42:22 +0000 2020,,0,1253122006142377985,en,0,,,20200422: CP : GM shuts down Maven car-sharing program in Toronto amid COVID-19 https://t.co/6GyFAlBIvS,https://twitter.com/johnndavis/status/1253122006142377985,johnndavis,323,1269,Toronto,false
Thu Apr 23 00:42:27 +0000 2020,cdnpoli,8,1253122027315027969,en,2,,,"It's never easy to cut spending. If there's a second wave in the Fall, even harder.  #cdnpoli https://t.co/XL37W8O5wD",https://twitter.com/nspector4/status/1253122027315027969,nspector4,26509,608,"Victoria, BC",false
Thu Apr 23 00:42:37 +0000 2020,Typical,0,1253122068570202114,en,0,,,Government wisdom  #Typical https://t.co/9RNqQawvnU,https://twitter.com/MikeTheMover22/status/1253122068570202114,MikeTheMover22,1159,2761,"Edmonton, Alberta",false
